at_time(sec), nonNLP_percentage, insect_percentage, poison_percentage, insecticide_percentage
74.9364, 0.118, 0.882, 0, 0
75.0544, 0.118, 0.882, 0, 0
75.1636, 0.114, 0.886, 0, 0
75.2757, 0.122, 0.878, 0, 0
75.3936, 0.128, 0.872, 0, 0
75.5069, 0.126, 0.874, 0, 0
75.6162, 0.126, 0.874, 0, 0
75.7239, 0.124, 0.876, 0, 0
75.8317, 0.126, 0.874, 0, 0
75.9394, 0.128, 0.872, 0, 0
76.0453, 0.128, 0.872, 0, 0
76.1521, 0.128, 0.872, 0, 0
76.2664, 0.128, 0.872, 0, 0
76.3747, 0.118, 0.882, 0, 0
76.4869, 0.116, 0.884, 0, 0
76.5932, 0.116, 0.884, 0, 0
76.7095, 0.12, 0.88, 0, 0
76.8229, 0.116, 0.884, 0, 0
76.9306, 0.116, 0.884, 0, 0
77.0389, 0.112, 0.888, 0, 0
77.1477, 0.106, 0.894, 0, 0
77.2552, 0.104, 0.896, 0, 0
77.3661, 0.102, 0.898, 0, 0
77.4789, 0.1, 0.9, 0, 0
77.5918, 0.098, 0.902, 0, 0
77.6963, 0.098, 0.902, 0, 0
77.8035, 0.104, 0.896, 0, 0
77.9145, 0.1, 0.9, 0, 0
78.0241, 0.096, 0.904, 0, 0
78.1311, 0.094, 0.906, 0, 0
78.2377, 0.094, 0.906, 0, 0
78.3445, 0.094, 0.906, 0, 0
78.4511, 0.094, 0.906, 0, 0
78.5583, 0.094, 0.906, 0, 0
78.6665, 0.092, 0.908, 0, 0
78.7755, 0.088, 0.912, 0, 0
78.882, 0.094, 0.906, 0, 0
78.9878, 0.094, 0.906, 0, 0
79.1029, 0.094, 0.906, 0, 0
79.2141, 0.096, 0.904, 0, 0
79.2382, 0.096, 0.904, 0, 0
79.3478, 0.096, 0.904, 0, 0
79.4612, 0.096, 0.904, 0, 0
79.5743, 0.096, 0.904, 0, 0
79.687, 0.096, 0.904, 0, 0
79.8001, 0.098, 0.902, 0, 0
79.9119, 0.094, 0.906, 0, 0
80.0276, 0.094, 0.906, 0, 0
80.1466, 0.096, 0.904, 0, 0
80.2692, 0.096, 0.904, 0, 0
80.3926, 0.096, 0.904, 0, 0
80.5058, 0.096, 0.904, 0, 0
80.6187, 0.096, 0.904, 0, 0
80.7318, 0.094, 0.906, 0, 0
80.8436, 0.094, 0.906, 0, 0
80.9553, 0.092, 0.908, 0, 0
81.0674, 0.092, 0.908, 0, 0
81.1861, 0.092, 0.908, 0, 0
81.3053, 0.092, 0.908, 0, 0
81.4182, 0.096, 0.904, 0, 0
81.531, 0.096, 0.904, 0, 0
81.6485, 0.096, 0.904, 0, 0
81.7612, 0.096, 0.904, 0, 0
81.8748, 0.094, 0.906, 0, 0
81.987, 0.094, 0.906, 0, 0
82.0999, 0.094, 0.906, 0, 0
82.212, 0.096, 0.904, 0, 0
82.3307, 0.096, 0.904, 0, 0
82.446, 0.098, 0.902, 0, 0
82.5579, 0.098, 0.902, 0, 0
82.6698, 0.098, 0.902, 0, 0
82.7822, 0.104, 0.896, 0, 0
82.8945, 0.108, 0.892, 0, 0
83.0066, 0.108, 0.892, 0, 0
83.1187, 0.108, 0.892, 0, 0
83.2308, 0.108, 0.892, 0, 0
83.3441, 0.108, 0.892, 0, 0
83.4624, 0.106, 0.894, 0, 0
83.5732, 0.104, 0.896, 0, 0
83.6868, 0.102, 0.898, 0, 0
83.799, 0.102, 0.898, 0, 0
83.913, 0.1, 0.9, 0, 0
84.027, 0.096, 0.904, 0, 0
84.1408, 0.096, 0.904, 0, 0
84.2637, 0.098, 0.902, 0, 0
84.3802, 0.096, 0.904, 0, 0
84.4926, 0.102, 0.898, 0, 0
84.6043, 0.102, 0.898, 0, 0
84.7253, 0.1, 0.9, 0, 0
84.8373, 0.098, 0.902, 0, 0
84.951, 0.102, 0.898, 0, 0
85.0645, 0.1, 0.9, 0, 0
85.1779, 0.096, 0.904, 0, 0
85.2909, 0.096, 0.904, 0, 0
85.4101, 0.094, 0.906, 0, 0
85.5376, 0.092, 0.908, 0, 0
85.6514, 0.09, 0.91, 0, 0
85.7721, 0.092, 0.908, 0, 0
85.8903, 0.094, 0.906, 0, 0
86.0038, 0.094, 0.906, 0, 0
86.1171, 0.094, 0.906, 0, 0
86.2302, 0.092, 0.908, 0, 0
86.3439, 0.094, 0.906, 0, 0
86.4569, 0.094, 0.906, 0, 0
86.5827, 0.09, 0.91, 0, 0
86.7098, 0.092, 0.908, 0, 0
86.8217, 0.102, 0.898, 0, 0
86.9458, 0.106, 0.894, 0, 0
87.0702, 0.108, 0.892, 0, 0
87.1844, 0.108, 0.892, 0, 0
87.2976, 0.108, 0.892, 0, 0
87.4097, 0.108, 0.892, 0, 0
87.5188, 0.106, 0.894, 0, 0
87.6358, 0.108, 0.892, 0, 0
87.7562, 0.108, 0.892, 0, 0
87.8641, 0.108, 0.892, 0, 0
87.9726, 0.116, 0.884, 0, 0
88.091, 0.114, 0.886, 0, 0
88.2066, 0.118, 0.882, 0, 0
88.3207, 0.116, 0.884, 0, 0
88.4349, 0.118, 0.882, 0, 0
88.5493, 0.122, 0.878, 0, 0
88.6636, 0.118, 0.882, 0, 0
88.7773, 0.118, 0.882, 0, 0
88.8953, 0.12, 0.88, 0, 0
89.0161, 0.118, 0.882, 0, 0
89.1288, 0.13, 0.87, 0, 0
89.2433, 0.132, 0.868, 0, 0
89.3539, 0.13, 0.87, 0, 0
89.4639, 0.128, 0.872, 0, 0
89.5739, 0.126, 0.874, 0, 0
89.6837, 0.124, 0.876, 0, 0
89.7939, 0.12, 0.88, 0, 0
89.9039, 0.12, 0.88, 0, 0
90.0135, 0.12, 0.88, 0, 0
90.1242, 0.12, 0.88, 0, 0
90.235, 0.12, 0.88, 0, 0
90.3428, 0.118, 0.882, 0, 0
90.4558, 0.118, 0.882, 0, 0
90.5663, 0.12, 0.88, 0, 0
90.6747, 0.12, 0.88, 0, 0
90.7913, 0.12, 0.88, 0, 0
90.9058, 0.12, 0.88, 0, 0
91.0193, 0.12, 0.88, 0, 0
91.134, 0.12, 0.88, 0, 0
91.2479, 0.12, 0.88, 0, 0
91.3599, 0.12, 0.88, 0, 0
91.4712, 0.12, 0.88, 0, 0
91.5902, 0.15, 0.85, 0, 0
91.7031, 0.144, 0.856, 0, 0
91.8161, 0.136, 0.864, 0, 0
91.9291, 0.14, 0.86, 0, 0
92.0424, 0.146, 0.854, 0, 0
92.1671, 0.154, 0.846, 0, 0
92.2899, 0.156, 0.844, 0, 0
92.4047, 0.172, 0.828, 0, 0
92.5195, 0.172, 0.828, 0, 0
92.6326, 0.172, 0.828, 0, 0
92.7466, 0.172, 0.828, 0, 0
92.8594, 0.18, 0.82, 0, 0
92.9875, 0.182, 0.818, 0, 0
93.1041, 0.184, 0.816, 0, 0
93.2162, 0.184, 0.816, 0, 0
93.3295, 0.19, 0.81, 0, 0
93.4576, 0.174, 0.826, 0, 0
93.5793, 0.172, 0.828, 0, 0
93.6876, 0.168, 0.832, 0, 0
93.7965, 0.164, 0.836, 0, 0
93.9071, 0.158, 0.842, 0, 0
94.0168, 0.158, 0.842, 0, 0
94.1278, 0.156, 0.844, 0, 0
94.2358, 0.154, 0.846, 0, 0
94.3471, 0.154, 0.846, 0, 0
94.4614, 0.148, 0.852, 0, 0
94.5679, 0.152, 0.848, 0, 0
94.6749, 0.154, 0.846, 0, 0
94.7904, 0.154, 0.846, 0, 0
94.8975, 0.152, 0.848, 0, 0
95.0066, 0.15, 0.85, 0, 0
95.1154, 0.146, 0.854, 0, 0
95.2241, 0.144, 0.856, 0, 0
95.3337, 0.144, 0.856, 0, 0
95.445, 0.142, 0.858, 0, 0
95.553, 0.144, 0.856, 0, 0
95.6614, 0.142, 0.858, 0, 0
95.7803, 0.142, 0.858, 0, 0
95.8874, 0.13, 0.87, 0, 0
96.0012, 0.128, 0.872, 0, 0
96.116, 0.126, 0.874, 0, 0
96.2454, 0.124, 0.876, 0, 0
96.3756, 0.124, 0.876, 0, 0
96.4911, 0.124, 0.876, 0, 0
96.6068, 0.124, 0.876, 0, 0
96.7221, 0.124, 0.876, 0, 0
96.8377, 0.124, 0.876, 0, 0
96.952, 0.122, 0.878, 0, 0
97.0675, 0.122, 0.878, 0, 0
97.1785, 0.122, 0.878, 0, 0
97.2857, 0.122, 0.878, 0, 0
97.3941, 0.13, 0.87, 0, 0
97.504, 0.128, 0.872, 0, 0
97.6118, 0.128, 0.872, 0, 0
97.741, 0.128, 0.872, 0, 0
97.8654, 0.13, 0.87, 0, 0
97.9804, 0.13, 0.87, 0, 0
98.0955, 0.13, 0.87, 0, 0
98.2109, 0.13, 0.87, 0, 0
98.3258, 0.134, 0.866, 0, 0
98.4402, 0.132, 0.868, 0, 0
98.554, 0.132, 0.868, 0, 0
98.6682, 0.132, 0.868, 0, 0
98.7873, 0.132, 0.868, 0, 0
98.9015, 0.132, 0.868, 0, 0
99.016, 0.132, 0.868, 0, 0
99.1305, 0.132, 0.868, 0, 0
99.2452, 0.132, 0.868, 0, 0
99.3583, 0.134, 0.866, 0, 0
99.4698, 0.132, 0.868, 0, 0
99.5873, 0.132, 0.868, 0, 0
99.7187, 0.134, 0.866, 0, 0
99.8348, 0.134, 0.866, 0, 0
99.9501, 0.134, 0.866, 0, 0
100.064, 0.136, 0.864, 0, 0
100.179, 0.14, 0.86, 0, 0
100.294, 0.142, 0.858, 0, 0
100.409, 0.146, 0.854, 0, 0
100.529, 0.144, 0.856, 0, 0
100.643, 0.142, 0.858, 0, 0
100.758, 0.142, 0.858, 0, 0
100.88, 0.138, 0.862, 0, 0
100.997, 0.136, 0.864, 0, 0
101.116, 0.136, 0.864, 0, 0
101.233, 0.13, 0.87, 0, 0
101.349, 0.128, 0.872, 0, 0
101.465, 0.126, 0.874, 0, 0
101.58, 0.126, 0.874, 0, 0
101.702, 0.124, 0.876, 0, 0
101.82, 0.124, 0.876, 0, 0
101.946, 0.122, 0.878, 0, 0
102.06, 0.124, 0.876, 0, 0
102.18, 0.12, 0.88, 0, 0
102.245, 0.124, 0.876, 0, 0
102.36, 0.126, 0.874, 0, 0
102.476, 0.122, 0.878, 0, 0
102.593, 0.12, 0.88, 0, 0
102.708, 0.116, 0.884, 0, 0
102.823, 0.116, 0.884, 0, 0
102.936, 0.116, 0.884, 0, 0
103.05, 0.116, 0.884, 0, 0
103.169, 0.116, 0.884, 0, 0
103.283, 0.116, 0.884, 0, 0
103.397, 0.116, 0.884, 0, 0
103.512, 0.116, 0.884, 0, 0
103.626, 0.116, 0.884, 0, 0
103.741, 0.116, 0.884, 0, 0
103.855, 0.116, 0.884, 0, 0
103.97, 0.116, 0.884, 0, 0
104.084, 0.114, 0.886, 0, 0
104.198, 0.124, 0.876, 0, 0
104.312, 0.116, 0.884, 0, 0
104.425, 0.118, 0.882, 0, 0
104.545, 0.124, 0.876, 0, 0
104.658, 0.142, 0.858, 0, 0
104.77, 0.142, 0.858, 0, 0
104.883, 0.136, 0.864, 0, 0
104.994, 0.128, 0.872, 0, 0
105.105, 0.128, 0.872, 0, 0
105.225, 0.13, 0.87, 0, 0
105.346, 0.13, 0.87, 0, 0
105.454, 0.134, 0.866, 0, 0
105.564, 0.134, 0.866, 0, 0
105.677, 0.142, 0.858, 0, 0
105.787, 0.138, 0.862, 0, 0
105.897, 0.138, 0.862, 0, 0
106.006, 0.13, 0.87, 0, 0
106.114, 0.128, 0.872, 0, 0
106.223, 0.126, 0.874, 0, 0
106.349, 0.126, 0.874, 0, 0
106.468, 0.124, 0.876, 0, 0
106.588, 0.116, 0.884, 0, 0
106.699, 0.12, 0.88, 0, 0
106.814, 0.116, 0.884, 0, 0
106.932, 0.114, 0.886, 0, 0
107.048, 0.114, 0.886, 0, 0
107.164, 0.132, 0.868, 0, 0
107.274, 0.144, 0.856, 0, 0
107.385, 0.15, 0.85, 0, 0
107.495, 0.138, 0.862, 0, 0
107.606, 0.13, 0.87, 0, 0
107.717, 0.118, 0.882, 0, 0
107.836, 0.128, 0.872, 0, 0
107.957, 0.126, 0.874, 0, 0
108.066, 0.122, 0.878, 0, 0
108.174, 0.122, 0.878, 0, 0
108.289, 0.122, 0.878, 0, 0
108.409, 0.122, 0.878, 0, 0
108.501, 0.122, 0.878, 0, 0
108.613, 0.124, 0.876, 0, 0
108.724, 0.124, 0.876, 0, 0
108.837, 0.126, 0.874, 0, 0
108.949, 0.126, 0.874, 0, 0
109.066, 0.124, 0.876, 0, 0
109.182, 0.12, 0.88, 0, 0
109.312, 0.124, 0.876, 0, 0
109.441, 0.126, 0.874, 0, 0
109.572, 0.126, 0.874, 0, 0
109.687, 0.13, 0.87, 0, 0
109.803, 0.13, 0.87, 0, 0
109.922, 0.13, 0.87, 0, 0
110.041, 0.13, 0.87, 0, 0
110.157, 0.132, 0.868, 0, 0
110.264, 0.132, 0.868, 0, 0
110.376, 0.13, 0.87, 0, 0
110.489, 0.128, 0.872, 0, 0
110.601, 0.126, 0.874, 0, 0
110.712, 0.124, 0.876, 0, 0
110.824, 0.124, 0.876, 0, 0
110.934, 0.128, 0.872, 0, 0
111.048, 0.126, 0.874, 0, 0
111.17, 0.12, 0.88, 0, 0
111.28, 0.122, 0.878, 0, 0
111.39, 0.128, 0.872, 0, 0
111.507, 0.128, 0.872, 0, 0
111.622, 0.128, 0.872, 0, 0
111.733, 0.126, 0.874, 0, 0
111.841, 0.126, 0.874, 0, 0
111.948, 0.126, 0.874, 0, 0
112.056, 0.128, 0.872, 0, 0
112.164, 0.128, 0.872, 0, 0
112.271, 0.13, 0.87, 0, 0
112.377, 0.132, 0.868, 0, 0
112.49, 0.142, 0.858, 0, 0
112.603, 0.14, 0.86, 0, 0
112.709, 0.128, 0.872, 0, 0
112.816, 0.138, 0.862, 0, 0
112.922, 0.14, 0.86, 0, 0
113.038, 0.144, 0.856, 0, 0
113.154, 0.144, 0.856, 0, 0
113.276, 0.162, 0.838, 0, 0
113.402, 0.162, 0.838, 0, 0
113.513, 0.162, 0.838, 0, 0
113.626, 0.166, 0.834, 0, 0
113.741, 0.166, 0.834, 0, 0
113.854, 0.172, 0.828, 0, 0
113.967, 0.188, 0.812, 0, 0
114.078, 0.19, 0.81, 0, 0
114.188, 0.19, 0.81, 0, 0
114.298, 0.19, 0.81, 0, 0
114.407, 0.192, 0.808, 0, 0
114.516, 0.194, 0.806, 0, 0
114.622, 0.196, 0.804, 0, 0
114.729, 0.196, 0.804, 0, 0
114.842, 0.198, 0.802, 0, 0
114.953, 0.202, 0.798, 0, 0
115.072, 0.184, 0.816, 0, 0
115.181, 0.172, 0.828, 0, 0
115.295, 0.18, 0.82, 0, 0
115.423, 0.17, 0.83, 0, 0
115.539, 0.166, 0.834, 0, 0
115.653, 0.148, 0.852, 0, 0
115.766, 0.15, 0.85, 0, 0
115.879, 0.144, 0.856, 0, 0
115.992, 0.146, 0.854, 0, 0
116.105, 0.148, 0.852, 0, 0
116.217, 0.146, 0.854, 0, 0
116.328, 0.146, 0.854, 0, 0
116.453, 0.15, 0.85, 0, 0
116.572, 0.144, 0.856, 0, 0
116.682, 0.15, 0.85, 0, 0
116.795, 0.15, 0.85, 0, 0
116.928, 0.148, 0.852, 0, 0
117.064, 0.144, 0.856, 0, 0
117.186, 0.146, 0.854, 0, 0
117.305, 0.144, 0.856, 0, 0
117.423, 0.144, 0.856, 0, 0
117.542, 0.146, 0.854, 0, 0
117.66, 0.152, 0.848, 0, 0
117.777, 0.158, 0.842, 0, 0
117.9, 0.162, 0.838, 0, 0
118.027, 0.164, 0.836, 0, 0
118.144, 0.184, 0.816, 0, 0
118.263, 0.196, 0.804, 0, 0
118.381, 0.202, 0.798, 0, 0
118.499, 0.214, 0.786, 0, 0
118.618, 0.224, 0.776, 0, 0
118.739, 0.238, 0.762, 0, 0
118.863, 0.25, 0.75, 0, 0
119.003, 0.232, 0.768, 0, 0
119.122, 0.218, 0.782, 0, 0
119.242, 0.206, 0.794, 0, 0
119.362, 0.198, 0.802, 0, 0
119.481, 0.192, 0.808, 0, 0
119.598, 0.18, 0.82, 0, 0
119.73, 0.172, 0.828, 0, 0
119.861, 0.158, 0.842, 0, 0
119.979, 0.146, 0.854, 0, 0
120.097, 0.144, 0.856, 0, 0
120.214, 0.144, 0.856, 0, 0
120.331, 0.144, 0.856, 0, 0
120.452, 0.144, 0.856, 0, 0
120.569, 0.144, 0.856, 0, 0
120.706, 0.14, 0.86, 0, 0
120.766, 0.13, 0.87, 0, 0
120.878, 0.124, 0.876, 0, 0
120.995, 0.126, 0.874, 0, 0
121.114, 0.13, 0.87, 0, 0
121.233, 0.128, 0.872, 0, 0
121.352, 0.13, 0.87, 0, 0
121.469, 0.128, 0.872, 0, 0
121.596, 0.128, 0.872, 0, 0
121.73, 0.124, 0.876, 0, 0
121.85, 0.12, 0.88, 0, 0
121.966, 0.124, 0.876, 0, 0
122.083, 0.128, 0.872, 0, 0
122.2, 0.128, 0.872, 0, 0
122.31, 0.126, 0.874, 0, 0
122.427, 0.126, 0.874, 0, 0
122.555, 0.126, 0.874, 0, 0
122.674, 0.13, 0.87, 0, 0
122.793, 0.13, 0.87, 0, 0
122.913, 0.13, 0.87, 0, 0
123.032, 0.128, 0.872, 0, 0
123.15, 0.128, 0.872, 0, 0
123.277, 0.126, 0.874, 0, 0
123.397, 0.126, 0.874, 0, 0
123.514, 0.124, 0.876, 0, 0
123.642, 0.124, 0.876, 0, 0
123.756, 0.124, 0.876, 0, 0
123.888, 0.124, 0.876, 0, 0
124.025, 0.128, 0.872, 0, 0
124.145, 0.126, 0.874, 0, 0
124.265, 0.126, 0.874, 0, 0
124.384, 0.13, 0.87, 0, 0
124.503, 0.132, 0.868, 0, 0
124.62, 0.132, 0.868, 0, 0
124.746, 0.132, 0.868, 0, 0
124.867, 0.134, 0.866, 0, 0
124.984, 0.138, 0.862, 0, 0
125.101, 0.144, 0.856, 0, 0
125.218, 0.146, 0.854, 0, 0
125.335, 0.148, 0.852, 0, 0
125.452, 0.154, 0.846, 0, 0
125.569, 0.158, 0.842, 0, 0
125.687, 0.17, 0.83, 0, 0
125.806, 0.182, 0.818, 0, 0
125.925, 0.186, 0.814, 0, 0
126.042, 0.202, 0.798, 0, 0
126.161, 0.216, 0.784, 0, 0
126.278, 0.222, 0.778, 0, 0
126.397, 0.212, 0.788, 0, 0
126.725, 0.176, 0.824, 0, 0
126.845, 1, 1, 0, 0
126.977, 1, 1, 0, 0
127.099, 1, 1, 0, 0
127.22, 1, 1, 0, 0
127.343, 1, 1, 0, 0
127.458, 1, 1, 0, 0
127.572, 1, 1, 0, 0
127.686, 1, 1, 0, 0
127.802, 1, 1, 0, 0
127.918, 1, 1, 0, 0
128.033, 1, 1, 0, 0
128.157, 1, 1, 0, 0
128.262, 1, 1, 0, 0
128.376, 1, 1, 0, 0
128.486, 0.986, 0.986, 0.014, 0
128.595, 0.96, 0.96, 0.04, 0
128.706, 0.944, 0.944, 0.056, 0
128.819, 0.938, 0.938, 0.062, 0
128.942, 0.938, 0.938, 0.062, 0
129.051, 0.938, 0.938, 0.062, 0
129.175, 0.938, 0.938, 0.062, 0
129.299, 0.938, 0.938, 0.062, 0
129.423, 0.938, 0.938, 0.062, 0
129.547, 0.938, 0.938, 0.062, 0
129.671, 0.938, 0.938, 0.062, 0
129.794, 0.938, 0.938, 0.062, 0
129.916, 0.938, 0.938, 0.062, 0
130.038, 0.938, 0.938, 0.062, 0
130.159, 0.936, 0.936, 0.064, 0
130.281, 0.936, 0.936, 0.064, 0
130.403, 0.936, 0.936, 0.064, 0
130.526, 0.936, 0.936, 0.064, 0
130.64, 0.938, 0.938, 0.062, 0
130.762, 0.938, 0.938, 0.062, 0
130.885, 0.938, 0.938, 0.062, 0
131.008, 0.938, 0.938, 0.062, 0
131.132, 0.938, 0.938, 0.062, 0
131.255, 0.938, 0.938, 0.062, 0
131.377, 0.938, 0.938, 0.062, 0
131.5, 0.938, 0.938, 0.062, 0
131.621, 0.936, 0.936, 0.064, 0
131.742, 0.908, 0.908, 0.092, 0
131.862, 0.884, 0.884, 0.116, 0
131.983, 0.878, 0.878, 0.122, 0
132.103, 0.876, 0.876, 0.124, 0
132.226, 0.876, 0.876, 0.124, 0
132.347, 0.876, 0.876, 0.124, 0
132.475, 0.876, 0.876, 0.124, 0
132.587, 0.876, 0.876, 0.124, 0
132.701, 0.876, 0.876, 0.124, 0
132.813, 0.878, 0.878, 0.122, 0
132.925, 0.878, 0.878, 0.122, 0
133.038, 0.878, 0.878, 0.122, 0
133.15, 0.88, 0.88, 0.12, 0
133.263, 0.88, 0.88, 0.12, 0
133.376, 0.88, 0.88, 0.12, 0
133.488, 0.88, 0.88, 0.12, 0
133.602, 0.874, 0.874, 0.126, 0
133.724, 0.862, 0.862, 0.138, 0
133.847, 0.856, 0.856, 0.144, 0
133.971, 0.85, 0.85, 0.15, 0
134.093, 0.842, 0.842, 0.158, 0
134.216, 0.834, 0.834, 0.166, 0
134.335, 0.834, 0.834, 0.166, 0
134.449, 0.83, 0.83, 0.17, 0
134.539, 0.83, 0.83, 0.17, 0
134.66, 0.83, 0.83, 0.17, 0
134.78, 0.83, 0.83, 0.17, 0
134.903, 0.83, 0.83, 0.17, 0
135.027, 0.83, 0.83, 0.17, 0
135.15, 0.83, 0.83, 0.17, 0
135.273, 0.83, 0.83, 0.17, 0
135.394, 0.83, 0.83, 0.17, 0
135.514, 0.83, 0.83, 0.17, 0
135.635, 0.83, 0.83, 0.17, 0
135.756, 0.83, 0.83, 0.17, 0
135.876, 0.83, 0.83, 0.17, 0
135.995, 0.83, 0.83, 0.17, 0
136.117, 0.83, 0.83, 0.17, 0
136.24, 0.83, 0.83, 0.17, 0
136.363, 0.83, 0.83, 0.17, 0
136.486, 0.83, 0.83, 0.17, 0
136.608, 0.83, 0.83, 0.17, 0
136.729, 0.832, 0.832, 0.168, 0
136.849, 0.832, 0.832, 0.168, 0
136.969, 0.832, 0.832, 0.168, 0
137.091, 0.832, 0.832, 0.168, 0
137.212, 0.824, 0.824, 0.176, 0
137.332, 0.808, 0.808, 0.192, 0
137.455, 0.808, 0.808, 0.192, 0
137.578, 0.808, 0.808, 0.192, 0
137.699, 0.808, 0.808, 0.192, 0
137.818, 0.808, 0.808, 0.192, 0
137.941, 0.808, 0.808, 0.192, 0
138.062, 0.808, 0.808, 0.192, 0
138.183, 0.808, 0.808, 0.192, 0
138.304, 0.808, 0.808, 0.192, 0
138.426, 0.808, 0.808, 0.192, 0
138.545, 0.796, 0.796, 0.204, 0
138.665, 0.772, 0.772, 0.228, 0
138.786, 0.774, 0.774, 0.226, 0
138.9, 0.774, 0.774, 0.226, 0
139.012, 0.774, 0.774, 0.226, 0
139.111, 0.774, 0.774, 0.226, 0
139.223, 0.774, 0.774, 0.226, 0
139.335, 0.774, 0.774, 0.226, 0
139.448, 0.774, 0.774, 0.226, 0
139.56, 0.774, 0.774, 0.226, 0
139.673, 0.774, 0.774, 0.226, 0
139.785, 0.772, 0.772, 0.228, 0
139.896, 0.774, 0.774, 0.226, 0
140.006, 0.774, 0.774, 0.226, 0
140.117, 0.774, 0.774, 0.226, 0
140.227, 0.77, 0.77, 0.23, 0
140.336, 0.756, 0.756, 0.244, 0
140.446, 0.756, 0.756, 0.244, 0
140.558, 0.756, 0.756, 0.244, 0
140.669, 0.756, 0.756, 0.244, 0
140.778, 0.758, 0.758, 0.242, 0
140.889, 0.758, 0.758, 0.242, 0
141.003, 0.762, 0.762, 0.238, 0
141.117, 0.768, 0.768, 0.232, 0
141.227, 0.77, 0.77, 0.23, 0
141.341, 0.77, 0.77, 0.23, 0
141.455, 0.77, 0.77, 0.23, 0
141.566, 0.77, 0.77, 0.23, 0
141.68, 0.77, 0.77, 0.23, 0
141.805, 0.77, 0.77, 0.23, 0
141.926, 0.77, 0.77, 0.23, 0
142.043, 0.76, 0.76, 0.24, 0
142.154, 0.742, 0.742, 0.258, 0
142.266, 0.734, 0.734, 0.266, 0
142.374, 0.724, 0.724, 0.276, 0
142.484, 0.722, 0.722, 0.278, 0
142.597, 0.722, 0.722, 0.278, 0
142.712, 0.722, 0.722, 0.278, 0
142.828, 0.722, 0.722, 0.278, 0
142.937, 0.722, 0.722, 0.278, 0
143.048, 0.722, 0.722, 0.278, 0
143.158, 0.722, 0.722, 0.278, 0
143.268, 0.726, 0.726, 0.274, 0
143.39, 0.728, 0.728, 0.272, 0
143.514, 0.73, 0.73, 0.27, 0
143.637, 0.73, 0.73, 0.27, 0
143.759, 0.73, 0.73, 0.27, 0
143.882, 0.732, 0.732, 0.268, 0
144.005, 0.734, 0.734, 0.266, 0
144.127, 0.728, 0.728, 0.272, 0
144.248, 0.708, 0.708, 0.292, 0
144.369, 0.686, 0.686, 0.314, 0
144.489, 0.684, 0.684, 0.316, 0
144.61, 0.684, 0.684, 0.316, 0
144.732, 0.682, 0.682, 0.318, 0
144.855, 0.682, 0.682, 0.318, 0
144.93, 0.682, 0.682, 0.318, 0
145.051, 0.682, 0.682, 0.318, 0
145.174, 0.682, 0.682, 0.318, 0
145.297, 0.684, 0.684, 0.316, 0
145.419, 0.684, 0.684, 0.316, 0
145.54, 0.684, 0.684, 0.316, 0
145.661, 0.686, 0.686, 0.314, 0
145.78, 0.686, 0.686, 0.314, 0
145.901, 0.686, 0.686, 0.314, 0
146.022, 0.666, 0.666, 0.334, 0
146.143, 0.652, 0.652, 0.348, 0
146.263, 0.648, 0.648, 0.352, 0
146.385, 0.648, 0.648, 0.352, 0
146.506, 0.648, 0.648, 0.352, 0
146.621, 0.648, 0.648, 0.352, 0
146.732, 0.648, 0.648, 0.352, 0
146.855, 0.648, 0.648, 0.352, 0
146.977, 0.648, 0.648, 0.352, 0
147.1, 0.648, 0.648, 0.352, 0
147.223, 0.648, 0.648, 0.352, 0
147.344, 0.648, 0.648, 0.352, 0
147.465, 0.648, 0.648, 0.352, 0
147.589, 0.648, 0.648, 0.352, 0
147.71, 0.648, 0.648, 0.352, 0
147.83, 0.62, 0.62, 0.38, 0
147.951, 0.6, 0.6, 0.4, 0
148.071, 0.6, 0.6, 0.4, 0
148.192, 0.6, 0.6, 0.4, 0
148.313, 0.602, 0.602, 0.398, 0
148.441, 0.602, 0.602, 0.398, 0
148.563, 0.602, 0.602, 0.398, 0
148.684, 0.602, 0.602, 0.398, 0
148.806, 0.602, 0.602, 0.398, 0
148.93, 0.602, 0.602, 0.398, 0
149.052, 0.602, 0.602, 0.398, 0
149.173, 0.602, 0.602, 0.398, 0
149.294, 0.606, 0.606, 0.394, 0
149.416, 0.608, 0.608, 0.392, 0
149.538, 0.608, 0.608, 0.392, 0
149.659, 0.592, 0.592, 0.408, 0
149.78, 0.582, 0.582, 0.418, 0
149.902, 0.574, 0.574, 0.426, 0
150.023, 0.564, 0.564, 0.436, 0
150.145, 0.566, 0.566, 0.434, 0
150.267, 0.568, 0.568, 0.432, 0
150.389, 0.57, 0.57, 0.43, 0
150.511, 0.57, 0.57, 0.43, 0
150.633, 0.568, 0.568, 0.432, 0
150.754, 0.568, 0.568, 0.432, 0
150.875, 0.568, 0.568, 0.432, 0
150.997, 0.572, 0.572, 0.428, 0
151.12, 0.572, 0.572, 0.428, 0
151.233, 0.572, 0.572, 0.428, 0
151.354, 0.572, 0.572, 0.428, 0
151.467, 0.576, 0.576, 0.424, 0
151.582, 0.578, 0.578, 0.422, 0
151.697, 0.58, 0.58, 0.42, 0
151.81, 0.58, 0.58, 0.42, 0
151.921, 0.584, 0.584, 0.416, 0
152.034, 0.584, 0.584, 0.416, 0
152.146, 0.584, 0.584, 0.416, 0
152.256, 0.584, 0.584, 0.416, 0
152.367, 0.582, 0.582, 0.418, 0
152.477, 0.568, 0.568, 0.432, 0
152.587, 0.562, 0.562, 0.438, 0
